epiweek,time_value,issue,geo_type,geo_value,hpiv_positive_tests,adv_positive_tests,hmpv_positive_tests,ev_rv_positive_tests,hcov_positive_tests,rsv_positive_tests
201750,2017-12-16,2018-02-15,nation,ca,199,97.0,137,304.0,121,371.0
201751,2017-12-23,2018-02-15,nation,ca,182,82.0,182,306.0,179,554.0
201752,2017-12-30,2018-02-15,nation,ca,174,67.0,160,237.0,224,631.0
201801,2018-01-06,2018-02-15,nation,ca,181,76.0,200,203.0,316,886.0
201802,2018-01-13,2018-02-15,nation,ca,149,45.0,175,170.0,265,883.0
201803,2018-01-20,2018-02-15,nation,ca,143,66.0,228,178.0,286,869.0
201804,2018-01-27,2018-02-15,nation,ca,83,74.0,222,160.0,257,857.0
201805,2018-02-03,2018-02-15,nation,ca,76,67.0,212,164.0,278,875.0
201806,2018-02-10,2018-02-15,nation,ca,65,57.0,242,168.0,237,821.0
201735,2017-09-02,2018-02-08,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2018-02-08,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2018-02-08,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2018-02-08,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2018-02-08,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2018-02-08,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2018-02-08,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2018-02-08,nation,ca,96,45.0,21,457.0,7,43.0
201743,2017-10-28,2018-02-08,nation,ca,103,50.0,42,452.0,11,40.0
201744,2017-11-04,2018-02-08,nation,ca,132,61.0,30,412.0,6,65.0
201745,2017-11-11,2018-02-08,nation,ca,162,77.0,38,386.0,11,94.0
201746,2017-11-18,2018-02-08,nation,ca,132,73.0,41,367.0,19,110.0
201747,2017-11-25,2018-02-08,nation,ca,221,68.0,62,303.0,29,171.0
201748,2017-12-02,2018-02-08,nation,ca,169,58.0,65,277.0,60,199.0
201749,2017-12-09,2018-02-08,nation,ca,205,77.0,99,320.0,83,276.0
201750,2017-12-16,2018-02-08,nation,ca,199,97.0,137,304.0,121,371.0
201751,2017-12-23,2018-02-08,nation,ca,182,82.0,182,306.0,179,554.0
201752,2017-12-30,2018-02-08,nation,ca,174,67.0,160,237.0,224,631.0
201801,2018-01-06,2018-02-08,nation,ca,181,76.0,200,203.0,316,886.0
201802,2018-01-13,2018-02-08,nation,ca,149,45.0,175,170.0,265,883.0
201803,2018-01-20,2018-02-08,nation,ca,143,66.0,228,178.0,286,869.0
201804,2018-01-27,2018-02-08,nation,ca,83,74.0,222,160.0,257,856.0
201805,2018-02-03,2018-02-08,nation,ca,66,60.0,183,136.0,248,815.0
201735,2017-09-02,2018-02-01,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2018-02-01,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2018-02-01,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2018-02-01,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2018-02-01,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2018-02-01,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2018-02-01,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2018-02-01,nation,ca,96,45.0,21,457.0,7,43.0
201743,2017-10-28,2018-02-01,nation,ca,103,50.0,42,452.0,11,40.0
201744,2017-11-04,2018-02-01,nation,ca,132,61.0,30,412.0,6,65.0
201745,2017-11-11,2018-02-01,nation,ca,162,77.0,38,386.0,11,94.0
201746,2017-11-18,2018-02-01,nation,ca,132,73.0,41,367.0,19,110.0
201747,2017-11-25,2018-02-01,nation,ca,221,68.0,62,303.0,29,171.0
201748,2017-12-02,2018-02-01,nation,ca,169,58.0,65,277.0,60,199.0
201749,2017-12-09,2018-02-01,nation,ca,205,77.0,99,320.0,83,276.0
201750,2017-12-16,2018-02-01,nation,ca,199,97.0,137,304.0,121,371.0
201751,2017-12-23,2018-02-01,nation,ca,182,82.0,182,306.0,179,554.0
201752,2017-12-30,2018-02-01,nation,ca,174,67.0,160,237.0,224,631.0
201801,2018-01-06,2018-02-01,nation,ca,181,76.0,200,203.0,316,886.0
201802,2018-01-13,2018-02-01,nation,ca,149,45.0,175,170.0,265,883.0
201803,2018-01-20,2018-02-01,nation,ca,143,66.0,226,178.0,286,863.0
201804,2018-01-27,2018-02-01,nation,ca,78,65.0,200,142.0,229,788.0
201735,2017-09-02,2018-01-25,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2018-01-25,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2018-01-25,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2018-01-25,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2018-01-25,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2018-01-25,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2018-01-25,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2018-01-25,nation,ca,96,45.0,21,457.0,7,43.0
201743,2017-10-28,2018-01-25,nation,ca,103,50.0,42,452.0,11,40.0
201744,2017-11-04,2018-01-25,nation,ca,132,61.0,30,412.0,6,65.0
201745,2017-11-11,2018-01-25,nation,ca,162,77.0,38,386.0,11,94.0
201746,2017-11-18,2018-01-25,nation,ca,132,73.0,41,367.0,19,110.0
201747,2017-11-25,2018-01-25,nation,ca,221,68.0,62,303.0,29,171.0
201748,2017-12-02,2018-01-25,nation,ca,169,58.0,65,277.0,60,199.0
201749,2017-12-09,2018-01-25,nation,ca,205,77.0,99,320.0,83,276.0
201750,2017-12-16,2018-01-25,nation,ca,199,97.0,137,304.0,121,371.0
201751,2017-12-23,2018-01-25,nation,ca,182,82.0,182,306.0,179,554.0
201752,2017-12-30,2018-01-25,nation,ca,174,67.0,160,237.0,224,631.0
201801,2018-01-06,2018-01-25,nation,ca,181,76.0,200,203.0,316,886.0
201802,2018-01-13,2018-01-25,nation,ca,149,45.0,172,171.0,265,875.0
201803,2018-01-20,2018-01-25,nation,ca,108,51.0,173,129.0,199,751.0
201735,2017-09-02,2018-01-18,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2018-01-18,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2018-01-18,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2018-01-18,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2018-01-18,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2018-01-18,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2018-01-18,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2018-01-18,nation,ca,96,45.0,21,457.0,7,43.0
201743,2017-10-28,2018-01-18,nation,ca,103,50.0,42,452.0,11,40.0
201744,2017-11-04,2018-01-18,nation,ca,132,61.0,30,412.0,6,65.0
201745,2017-11-11,2018-01-18,nation,ca,162,77.0,38,386.0,11,94.0
201746,2017-11-18,2018-01-18,nation,ca,132,73.0,41,367.0,19,110.0
201747,2017-11-25,2018-01-18,nation,ca,221,68.0,62,303.0,29,171.0
201748,2017-12-02,2018-01-18,nation,ca,169,58.0,65,277.0,60,199.0
201749,2017-12-09,2018-01-18,nation,ca,205,77.0,99,320.0,83,276.0
201750,2017-12-16,2018-01-18,nation,ca,199,97.0,137,304.0,121,371.0
201751,2017-12-23,2018-01-18,nation,ca,182,82.0,182,306.0,179,554.0
201752,2017-12-30,2018-01-18,nation,ca,174,67.0,160,237.0,224,631.0
201801,2018-01-06,2018-01-18,nation,ca,176,76.0,200,203.0,315,884.0
201802,2018-01-13,2018-01-18,nation,ca,143,42.0,165,161.0,252,863.0
201735,2017-09-02,2018-01-11,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2018-01-11,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2018-01-11,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2018-01-11,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2018-01-11,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2018-01-11,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2018-01-11,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2018-01-11,nation,ca,96,45.0,21,457.0,7,43.0
201743,2017-10-28,2018-01-11,nation,ca,103,50.0,42,452.0,11,40.0
201744,2017-11-04,2018-01-11,nation,ca,132,61.0,30,412.0,6,65.0
201745,2017-11-11,2018-01-11,nation,ca,162,77.0,38,386.0,11,94.0
201746,2017-11-18,2018-01-11,nation,ca,132,73.0,41,367.0,19,110.0
201747,2017-11-25,2018-01-11,nation,ca,221,68.0,62,303.0,29,171.0
201748,2017-12-02,2018-01-11,nation,ca,169,58.0,65,277.0,60,199.0
201749,2017-12-09,2018-01-11,nation,ca,205,77.0,99,320.0,83,276.0
201750,2017-12-16,2018-01-11,nation,ca,199,97.0,137,304.0,121,371.0
201751,2017-12-23,2018-01-11,nation,ca,182,82.0,182,306.0,179,554.0
201752,2017-12-30,2018-01-11,nation,ca,171,66.0,160,237.0,224,630.0
201801,2018-01-06,2018-01-11,nation,ca,152,71.0,188,189.0,288,798.0
201735,2017-09-02,2018-01-04,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2018-01-04,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2018-01-04,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2018-01-04,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2018-01-04,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2018-01-04,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2018-01-04,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2018-01-04,nation,ca,96,45.0,21,457.0,7,43.0
201743,2017-10-28,2018-01-04,nation,ca,103,50.0,42,452.0,11,40.0
201744,2017-11-04,2018-01-04,nation,ca,132,61.0,30,412.0,6,65.0
201745,2017-11-11,2018-01-04,nation,ca,162,77.0,38,386.0,11,94.0
201746,2017-11-18,2018-01-04,nation,ca,132,73.0,41,367.0,19,110.0
201747,2017-11-25,2018-01-04,nation,ca,221,68.0,62,303.0,29,171.0
201748,2017-12-02,2018-01-04,nation,ca,169,58.0,65,277.0,60,199.0
201749,2017-12-09,2018-01-04,nation,ca,205,77.0,99,320.0,83,276.0
201750,2017-12-16,2018-01-04,nation,ca,199,97.0,137,304.0,121,371.0
201751,2017-12-23,2018-01-04,nation,ca,179,82.0,182,306.0,179,554.0
201752,2017-12-30,2018-01-04,nation,ca,168,65.0,155,231.0,206,629.0
201735,2017-09-02,2017-12-21,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-12-21,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-12-21,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2017-12-21,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2017-12-21,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2017-12-21,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2017-12-21,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2017-12-21,nation,ca,96,45.0,21,457.0,7,43.0
201743,2017-10-28,2017-12-21,nation,ca,103,50.0,42,452.0,11,40.0
201744,2017-11-04,2017-12-21,nation,ca,132,61.0,30,412.0,6,65.0
201745,2017-11-11,2017-12-21,nation,ca,162,77.0,38,386.0,11,94.0
201746,2017-11-18,2017-12-21,nation,ca,132,73.0,41,367.0,19,110.0
201747,2017-11-25,2017-12-21,nation,ca,221,68.0,62,303.0,29,171.0
201748,2017-12-02,2017-12-21,nation,ca,169,58.0,65,277.0,60,199.0
201749,2017-12-09,2017-12-21,nation,ca,205,77.0,99,320.0,83,276.0
201750,2017-12-16,2017-12-21,nation,ca,181,94.0,132,287.0,113,369.0
201735,2017-09-02,2017-12-14,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-12-14,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-12-14,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2017-12-14,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2017-12-14,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2017-12-14,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2017-12-14,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2017-12-14,nation,ca,96,45.0,21,457.0,7,43.0
201743,2017-10-28,2017-12-14,nation,ca,103,50.0,42,452.0,11,40.0
201744,2017-11-04,2017-12-14,nation,ca,132,61.0,30,412.0,6,65.0
201745,2017-11-11,2017-12-14,nation,ca,162,77.0,38,386.0,11,94.0
201746,2017-11-18,2017-12-14,nation,ca,132,73.0,41,367.0,19,110.0
201747,2017-11-25,2017-12-14,nation,ca,221,68.0,62,303.0,29,171.0
201748,2017-12-02,2017-12-14,nation,ca,169,57.0,65,277.0,60,199.0
201749,2017-12-09,2017-12-14,nation,ca,194,72.0,82,306.0,75,276.0
201735,2017-09-02,2017-12-07,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-12-07,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-12-07,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2017-12-07,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2017-12-07,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2017-12-07,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2017-12-07,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2017-12-07,nation,ca,96,45.0,21,457.0,7,43.0
201743,2017-10-28,2017-12-07,nation,ca,103,50.0,42,452.0,11,40.0
201744,2017-11-04,2017-12-07,nation,ca,132,61.0,30,412.0,6,65.0
201745,2017-11-11,2017-12-07,nation,ca,162,77.0,38,386.0,11,94.0
201746,2017-11-18,2017-12-07,nation,ca,132,73.0,41,367.0,19,110.0
201747,2017-11-25,2017-12-07,nation,ca,221,68.0,62,303.0,29,171.0
201748,2017-12-02,2017-12-07,nation,ca,166,54.0,63,270.0,57,195.0
201735,2017-09-02,2017-11-30,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-11-30,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-11-30,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2017-11-30,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2017-11-30,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2017-11-30,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2017-11-30,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2017-11-30,nation,ca,96,45.0,21,457.0,7,43.0
201743,2017-10-28,2017-11-30,nation,ca,103,50.0,42,452.0,11,40.0
201744,2017-11-04,2017-11-30,nation,ca,132,61.0,30,412.0,6,65.0
201745,2017-11-11,2017-11-30,nation,ca,162,77.0,38,386.0,11,94.0
201746,2017-11-18,2017-11-30,nation,ca,132,73.0,41,367.0,19,110.0
201747,2017-11-25,2017-11-30,nation,ca,206,62.0,59,276.0,29,156.0
201735,2017-09-02,2017-11-23,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-11-23,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-11-23,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2017-11-23,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2017-11-23,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2017-11-23,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2017-11-23,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2017-11-23,nation,ca,96,45.0,21,457.0,7,43.0
201743,2017-10-28,2017-11-23,nation,ca,103,50.0,42,452.0,11,40.0
201744,2017-11-04,2017-11-23,nation,ca,132,61.0,30,412.0,6,65.0
201745,2017-11-11,2017-11-23,nation,ca,161,77.0,38,386.0,11,94.0
201746,2017-11-18,2017-11-23,nation,ca,126,72.0,40,357.0,16,107.0
201735,2017-09-02,2017-11-16,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-11-16,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-11-16,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2017-11-16,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2017-11-16,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2017-11-16,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2017-11-16,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2017-11-16,nation,ca,96,45.0,21,457.0,7,43.0
201743,2017-10-28,2017-11-16,nation,ca,103,50.0,42,452.0,11,40.0
201744,2017-11-04,2017-11-16,nation,ca,133,60.0,29,411.0,6,64.0
201745,2017-11-11,2017-11-16,nation,ca,152,77.0,36,370.0,10,94.0
201735,2017-09-02,2017-11-09,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-11-09,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-11-09,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2017-11-09,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2017-11-09,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2017-11-09,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2017-11-09,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2017-11-09,nation,ca,96,45.0,21,457.0,7,41.0
201743,2017-10-28,2017-11-09,nation,ca,103,50.0,42,452.0,11,40.0
201744,2017-11-04,2017-11-09,nation,ca,126,61.0,29,399.0,5,64.0
201735,2017-09-02,2017-11-02,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-11-02,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-11-02,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2017-11-02,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2017-11-02,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2017-11-02,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2017-11-02,nation,ca,82,45.0,13,462.0,9,22.0
201742,2017-10-21,2017-11-02,nation,ca,96,45.0,21,457.0,7,43.0
201743,2017-10-28,2017-11-02,nation,ca,97,46.0,40,438.0,10,34.0
201735,2017-09-02,2017-10-26,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-10-26,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-10-26,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2017-10-26,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2017-10-26,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2017-10-26,nation,ca,73,53.0,21,574.0,10,17.0
201741,2017-10-14,2017-10-26,nation,ca,81,45.0,13,456.0,9,22.0
201742,2017-10-21,2017-10-26,nation,ca,76,42.0,16,422.0,7,34.0
201735,2017-09-02,2017-10-19,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-10-19,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-10-19,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2017-10-19,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2017-10-19,nation,ca,65,43.0,15,505.0,9,13.0
201740,2017-10-07,2017-10-19,nation,ca,72,53.0,21,574.0,10,17.0
201741,2017-10-14,2017-10-19,nation,ca,73,40.0,12,448.0,9,21.0
201735,2017-09-02,2017-10-12,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-10-12,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-10-12,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2017-10-12,nation,ca,47,40.0,15,422.0,8,19.0
201739,2017-09-30,2017-10-12,nation,ca,65,43.0,16,540.0,9,13.0
201740,2017-10-07,2017-10-12,nation,ca,69,51.0,20,544.0,10,17.0
201735,2017-09-02,2017-10-05,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-10-05,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-10-05,nation,ca,57,43.0,28,358.0,5,11.0
201738,2017-09-23,2017-10-05,nation,ca,46,40.0,15,422.0,8,19.0
201739,2017-09-30,2017-10-05,nation,ca,61,42.0,15,513.0,8,12.0
201735,2017-09-02,2017-09-28,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-09-28,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-09-28,nation,ca,57,43.0,28,357.0,5,11.0
201738,2017-09-23,2017-09-28,nation,ca,45,40.0,15,416.0,7,19.0
201735,2017-09-02,2017-09-21,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-09-21,nation,ca,42,25.0,6,225.0,2,16.0
201737,2017-09-16,2017-09-21,nation,ca,54,40.0,25,331.0,5,11.0
201735,2017-09-02,2017-09-14,nation,ca,48,15.0,29,222.0,9,8.0
201736,2017-09-09,2017-09-14,nation,ca,39,24.0,6,211.0,2,16.0
201735,2017-09-02,2017-09-07,nation,ca,47,15.0,29,213.0,9,8.0
